listing_id,brand,os,release_year,days_used,age_years,age_bucket,has_4g,has_5g,screen_size,ram_gb,storage_gb,rear_cam_mp,front_cam_mp,battery_mah,weight_g,used_price_norm,new_price_norm,depreciation_norm,used_to_new_ratio
11,Honor,Android,2020,268.0,0.7342465753424657,6-12 bulan,True,False,15.47,3.0,64.0,13.0,8.0,3020.0,150.0,4.26703657,4.713665782,0.4466292119999995,0.9052480102205092
12,Honor,Android,2020,344.0,0.9424657534246575,6-12 bulan,True,False,15.32,4.0,64.0,13.0,8.0,5000.0,185.0,4.657383057,4.770176021,0.1127929640000005,0.9763545488670762
13,Honor,Android,2019,537.0,1.4712328767123288,1-2 tahun,True,True,16.69,8.0,128.0,13.0,16.0,4100.0,206.0,5.383255763,6.213967894,0.8307121309999994,0.8663153487158974
14,Honor,Android,2019,336.0,0.9205479452054794,6-12 bulan,True,False,15.32,4.0,64.0,13.0,16.0,4000.0,171.5,4.617592706,5.398750764,0.7811580579999999,0.8553076272368554
15,Honor,Android,2019,230.0,0.6301369863013698,6-12 bulan,True,False,14.5,2.0,32.0,13.0,5.0,3020.0,146.0,4.111365547,4.487512143,0.3761465959999999,0.9161792583476915
16,Honor,Android,2019,248.0,0.6794520547945205,6-12 bulan,True,False,16.23,4.0,64.0,13.0,8.0,4000.0,176.0,4.411221293,4.866225902,0.4550046090000004,0.9064974339121833
17,Honor,Android,2019,395.0,1.082191780821918,1-2 tahun,True,False,15.9,6.0,128.0,13.0,32.0,3750.0,172.0,5.022366217,5.517934708,0.4955684910000002,0.9101894971171884
18,Honor,Android,2019,421.0,1.1534246575342466,1-2 tahun,True,False,16.74,4.0,64.0,13.0,16.0,4000.0,206.0,4.777020443,5.193179048,0.41615860500000057,0.9198643834242011
19,Honor,Android,2019,532.0,1.4575342465753425,1-2 tahun,True,False,14.5,2.0,32.0,13.0,5.0,3020.0,146.0,4.248638089,4.792313433,0.5436753440000004,0.8865526323348892
20,Honor,Android,2019,266.0,0.7287671232876712,6-12 bulan,True,False,25.43,3.0,32.0,5.0,2.0,5100.0,173.0,4.267877613,5.517051209,1.2491735960000003,0.7735794813790715
21,Honor,Android,2019,321.0,0.8794520547945206,6-12 bulan,True,False,20.32,3.0,32.0,8.0,8.0,5100.0,173.0,4.556295018,5.304001183,0.7477061649999994,0.8590297891719004
22,Others,Android,2013,933.0,2.5561643835616437,>2 tahun,False,False,20.32,1.0,16.0,8.0,0.3,5680.0,453.6,4.45213555,5.48438191,1.0322463599999994,0.8117843766281405
23,HTC,Android,2019,187.0,0.5123287671232877,6-12 bulan,True,False,15.29,3.0,32.0,13.0,16.0,3850.0,170.0,4.560800238,5.195730778,0.63493054,0.8777976444259868
24,HTC,Android,2019,499.0,1.367123287671233,1-2 tahun,True,False,12.88,4.0,64.0,13.0,13.0,3075.0,150.0,4.595624773,5.39771011,0.8020853370000003,0.8514026650831013
25,HTC,Android,2019,497.0,1.3616438356164384,1-2 tahun,True,False,15.29,3.0,32.0,13.0,8.0,3300.0,160.0,4.426521875,5.006091654,0.5795697789999998,0.8842270938973105
26,HTC,Android,2019,202.0,0.5534246575342465,6-12 bulan,True,False,15.24,6.0,128.0,13.0,14.5,3930.0,180.0,5.213467289,6.039968956,0.8265016670000005,0.8631612723474401
27,HTC,Android,2019,493.0,1.3506849315068492,1-2 tahun,True,False,15.29,4.0,64.0,13.0,16.0,3850.0,170.0,4.636668853,5.631426812,0.9947579590000002,0.8233559642681901
28,Huawei,Android,2020,131.12,0.3592328767123288,<6 bulan,True,True,15.37,6.0,128.0,10.5,16.0,4000.0,192.0,4.905496976,5.520380334,0.6148833580000002,0.8886157618139214
29,Huawei,Android,2020,299.0,0.8191780821917808,6-12 bulan,True,True,15.37,6.0,64.0,10.5,16.0,4000.0,182.0,4.820442843,5.39603374,0.5755908969999997,0.8933307453707656
30,Huawei,Android,2020,354.0,0.9698630136986301,6-12 bulan,True,False,15.32,4.0,128.0,10.5,16.0,4000.0,163.0,4.577901759,5.558024257,0.9801224979999992,0.8236563115453134
31,Huawei,Android,2020,306.0,0.8383561643835616,6-12 bulan,True,False,15.32,4.0,128.0,10.5,16.0,4000.0,163.0,4.872828107,5.478970866,0.6061427589999999,0.8893692312252569
32,Huawei,Android,2020,231.0,0.6328767123287671,6-12 bulan,True,False,20.32,2.0,16.0,5.0,2.0,5100.0,310.0,4.170533701,4.598246271,0.42771256999999974,0.9069835444226907
33,Huawei,Android,2020,205.0,0.5616438356164384,6-12 bulan,True,True,15.37,8.0,128.0,10.5,16.0,4000.0,189.0,4.709440107,5.765661212,1.0562211050000005,0.8168083301874033
34,Huawei,Android,2020,211.0,0.5780821917808219,6-12 bulan,True,False,25.5,4.0,64.0,8.0,8.0,7250.0,450.0,5.133088887,5.51877732,0.38568843299999944,0.93011342718934
35,Huawei,Android,2020,131.12,0.3592328767123288,<6 bulan,True,True,16.71,8.0,256.0,10.5,16.0,4200.0,226.0,5.605750326779997,6.840535834,1.2347855072200025,0.8194899438896789
36,Huawei,Android,2020,161.0,0.4410958904109589,<6 bulan,True,False,16.23,4.0,64.0,10.5,8.0,4000.0,176.0,4.644390899,5.0681492,0.42375830099999945,0.9163879585470768
37,Huawei,Android,2020,139.0,0.38082191780821917,<6 bulan,True,True,25.5,6.0,128.0,13.0,8.0,7250.0,460.0,5.18245748,6.310336373,1.127878893,0.8212648539900584
38,Huawei,Android,2020,131.12,0.3592328767123288,<6 bulan,True,False,16.23,4.0,64.0,10.5,8.0,4000.0,176.0,4.322143925,4.95342982,0.6312858950000004,0.8725558011438627
39,Huawei,Android,2019,460.0,1.2602739726027397,1-2 tahun,True,False,16.74,6.0,128.0,13.0,16.0,4000.0,206.0,5.065439086,5.672429397,0.6069903110000006,0.89299288390949
40,Huawei,Android,2019,223.0,0.6109589041095891,6-12 bulan,True,False,15.34,8.0,128.0,13.0,16.0,4200.0,183.0,4.931375613,5.634110801,0.7027351880000001,0.8752713226947416
41,Huawei,Android,2019,256.0,0.7013698630136986,6-12 bulan,True,False,25.5,6.0,128.0,13.0,8.0,7250.0,460.0,4.997685135,6.107267847,1.109582712,0.8183176602373765
42,Huawei,Android,2019,206.0,0.5643835616438356,6-12 bulan,True,False,15.9,6.0,64.0,13.0,32.0,4000.0,178.0,4.99653637,5.294560318,0.298023948,0.9437112942151583
43,Huawei,Android,2019,488.0,1.336986301369863,1-2 tahun,True,False,15.32,6.0,64.0,13.0,16.0,4000.0,163.0,4.537426534,5.306731865,0.769305331,0.855032183541461
44,Huawei,Android,2019,516.0,1.4136986301369863,1-2 tahun,True,False,16.23,4.0,64.0,13.0,8.0,4000.0,176.0,4.705286977,5.010968572,0.30568159500000025,0.938997503055982
45,Huawei,Android,2019,289.0,0.7917808219178082,6-12 bulan,True,True,16.59,8.0,512.0,13.0,16.0,4500.0,198.0,5.605750326779997,6.840535834,1.2347855072200025,0.8194899438896789
46,Huawei,Android,2019,477.0,1.3068493150684932,1-2 tahun,True,True,16.81,6.0,128.0,13.0,16.0,4200.0,196.0,5.380450196,6.477264628,1.0968144320000004,0.8306670338496474
47,Huawei,Android,2019,195.0,0.5342465753424658,6-12 bulan,True,False,16.81,6.0,128.0,13.0,16.0,4200.0,196.0,5.014826499,6.313729189,1.2989026900000002,0.7942732969505575
48,Huawei,Android,2019,244.0,0.6684931506849315,6-12 bulan,True,False,15.9,6.0,128.0,13.0,32.0,4000.0,178.0,5.143474781,5.67029463,0.5268198489999998,0.9070912741971576
49,Huawei,Android,2019,376.0,1.0301369863013699,1-2 tahun,True,False,16.74,4.0,128.0,13.0,16.0,4000.0,163.5,4.839293241,5.250281918,0.41098867699999975,0.9217206459731293
50,Huawei,Android,2019,205.0,0.5616438356164384,6-12 bulan,True,False,25.5,4.0,64.0,13.0,8.0,7500.0,498.0,4.936629881,5.704781975,0.7681520940000004,0.8653494388801773
51,Huawei,Android,2019,406.0,1.1123287671232878,1-2 tahun,True,False,20.42,6.0,128.0,13.0,8.0,6100.0,340.0,5.294259143,5.856932654,0.5626735110000007,0.9039303430242241
52,Huawei,Android,2019,462.0,1.2657534246575342,1-2 tahun,True,False,20.42,4.0,64.0,13.0,8.0,6100.0,320.0,5.001190835,5.556287375,0.5550965400000001,0.9000957829327537
53,Huawei,Android,2019,333.0,0.9123287671232877,6-12 bulan,True,False,16.23,8.0,128.0,13.0,32.0,3500.0,171.0,5.428204627,5.9652489,0.5370442729999994,0.9099711877906722
54,Huawei,Android,2019,284.0,0.7780821917808219,6-12 bulan,True,False,16.23,8.0,128.0,13.0,32.0,3500.0,171.0,5.378560054,5.885520528,0.5069604739999996,0.9138631032568544
55,Huawei,Android,2019,202.0,0.5534246575342465,6-12 bulan,True,False,15.34,6.0,128.0,13.0,24.0,4000.0,178.0,5.058853866,5.562948291,0.5040944249999999,0.9093835860715176
56,Huawei,Android,2019,445.0,1.2191780821917808,1-2 tahun,True,False,15.34,4.0,64.0,13.0,16.0,4000.0,178.0,5.043683148,5.637785112,0.594101964,0.894621389038852
57,Huawei,Android,2019,375.0,1.0273972602739727,1-2 tahun,True,False,16.74,4.0,64.0,13.0,16.0,4000.0,196.8,4.607467545,5.638105528,1.0306379829999992,0.8172013670404646
58,Huawei,Android,2014,666.0,1.8246575342465754,1-2 tahun,False,False,10.16,4.0,16.0,5.0,2.0,1700.0,136.1,3.579343567,4.70311326,1.1237696930000003,0.7610583392584511
59,Huawei,Android,2013,819.0,2.243835616438356,>2 tahun,False,False,17.78,1.0,8.0,3.15,0.3,4100.0,350.0,3.982295058,5.016551095,1.0342560369999996,0.7938312562926263
60,Infinix,Android,2020,245.0,0.6712328767123288,6-12 bulan,True,False,17.32,2.0,32.0,8.0,8.0,6000.0,209.0,4.282068168,4.59764192,0.3155737519999997,0.9313618247155708
61,Infinix,Android,2020,173.0,0.473972602739726,<6 bulan,True,False,15.39,4.0,64.0,8.0,8.0,5000.0,185.0,4.363608049,4.711779921,0.348171872,0.9261060835103465
62,Infinix,Android,2020,256.0,0.7013698630136986,6-12 bulan,True,False,15.39,2.0,32.0,8.0,8.0,5000.0,185.0,4.181439269,4.505460342,0.32402107299999994,0.9280825823768842
63,Infinix,Android,2019,316.0,0.8657534246575342,6-12 bulan,True,False,15.39,3.0,32.0,8.0,16.0,4000.0,178.0,4.555244377,4.602165677,0.046921300000000166,0.9898045174178548
64,Infinix,Android,2019,468.0,1.2821917808219179,1-2 tahun,True,False,15.29,2.0,32.0,8.0,16.0,4000.0,165.0,4.416669578,4.871296595,0.45462701699999997,0.9066722774657904
65,Lava,Android,2020,356.0,0.9753424657534246,6-12 bulan,True,False,14.5,2.0,32.0,8.0,5.0,3200.0,150.0,3.989909544,4.381026134,0.39111658999999976,0.9107248900058719
66,Lava,Android,2016,819.0,2.243835616438356,>2 tahun,False,False,12.7,0.5,8.0,5.0,0.3,3000.0,147.6,3.495598057,4.113002744,0.6174046870000001,0.849889551398753
67,Lenovo,Android,2020,233.0,0.6383561643835617,6-12 bulan,True,False,25.43,3.0,32.0,8.0,5.0,7000.0,520.0,4.726768158,5.20136584,0.47459768200000063,0.9087551815044026
68,Lenovo,Android,2019,419.0,1.1479452054794521,1-2 tahun,False,False,25.43,4.0,64.0,8.0,5.0,7000.0,580.0,5.214881408,5.775141434,0.5602600259999999,0.9029876527868945
69,Lenovo,Android,2019,267.0,0.7315068493150685,6-12 bulan,True,False,15.47,2.0,16.0,8.0,5.0,4000.0,172.0,3.940610462,4.591071262,0.6504607999999998,0.8583204740506161
70,Lenovo,Android,2019,461.0,1.263013698630137,1-2 tahun,True,False,20.32,2.0,16.0,13.0,5.0,5100.0,305.0,4.779375562,5.066133071,0.2867575090000001,0.9433971620995346
71,Lenovo,Android,2019,423.0,1.158904109589041,1-2 tahun,True,False,20.32,2.0,16.0,5.0,2.0,5000.0,305.0,4.463721822,4.938064601,0.47434277899999966,0.9039415606462619
72,Lenovo,Android,2019,528.0,1.4465753424657535,1-2 tahun,True,False,17.78,1.0,32.0,2.0,2.0,3590.0,236.0,3.896096855,4.606768907,0.710672052,0.8457330796602079
73,Lenovo,Android,2019,254.0,0.6958904109589041,6-12 bulan,True,False,16.23,6.0,64.0,8.0,16.0,4000.0,159.0,4.423648309,5.524974737,1.1013264280000001,0.8006639884478444
74,Lenovo,Android,2019,370.0,1.0136986301369864,1-2 tahun,True,True,16.23,6.0,128.0,8.0,32.0,4000.0,185.0,5.342812606,5.992264227,0.6494516209999999,0.8916183271635962
75,Lenovo,Android,2019,482.0,1.3205479452054794,1-2 tahun,True,False,15.32,4.0,64.0,8.0,16.0,4050.0,164.0,4.676839473,5.062468443,0.38562896999999996,0.9238259014664637
76,Lenovo,Android,2016,691.0,1.893150684931507,1-2 tahun,True,False,25.43,2.0,16.0,8.0,8.0,7805.639999999998,589.699999999998,5.056182109,5.191233144,0.13505103500000004,0.9739847871875893
77,LG,Android,2020,273.0,0.7479452054794521,6-12 bulan,True,False,16.59,4.0,64.0,5.0,16.0,4000.0,196.5,4.879082894,5.601491318,0.7224084240000002,0.8710328405439831
78,LG,Android,2020,349.0,0.9561643835616438,6-12 bulan,True,False,15.44,3.0,64.0,5.0,13.0,4000.0,219.0,4.350148896,5.299466706,0.9493178099999993,0.8208654072823607
79,LG,Others,2020,343.0,0.9397260273972603,6-12 bulan,True,False,5.28,1.0,8.0,2.0,13.0,1470.0,127.0,3.875566468,5.015689168,1.1401226999999996,0.7726887249564904
80,LG,Android,2020,352.0,0.9643835616438357,6-12 bulan,True,True,15.44,8.0,128.0,5.0,10.0,5000.0,218.0,4.734442522,6.768240306,2.033797784,0.6995086326652658
81,LG,Android,2020,142.0,0.38904109589041097,<6 bulan,True,True,15.44,8.0,128.0,5.0,10.0,5000.0,213.0,5.476463552,6.55079458,1.0743310279999996,0.8359998905659473
82,LG,Android,2020,131.12,0.3592328767123288,<6 bulan,True,False,15.37,3.0,32.0,5.0,13.0,4000.0,196.5,4.636959508,5.481430277,0.844470769,0.8459397043608514
83,LG,Android,2020,166.0,0.4547945205479452,<6 bulan,True,False,14.5,3.0,32.0,8.0,8.0,3450.0,170.0,4.230767603,4.870683334,0.6399157309999994,0.868618900651364
84,LG,Android,2019,329.0,0.9013698630136986,6-12 bulan,True,False,25.43,4.0,32.0,8.0,5.0,7805.639999999998,498.0,4.709620287,5.82953368,1.119913393,0.8078897122007879
85,LG,Android,2019,383.0,1.0493150684931507,1-2 tahun,True,True,15.34,8.0,256.0,8.0,32.0,4000.0,192.0,5.467680322,6.840535834,1.3728555120000001,0.7993058518637679
86,LG,Android,2019,443.0,1.2136986301369863,1-2 tahun,True,False,15.34,4.0,64.0,8.0,16.0,4000.0,198.0,4.696928611,5.766225051,1.0692964400000005,0.8145586704399338
87,LG,Android,2019,257.0,0.7041095890410959,6-12 bulan,True,False,13.84,2.0,16.0,8.0,5.0,3000.0,148.0,4.255328982,4.944353031,0.6890240490000004,0.8606442451257077
88,LG,Android,2019,380.0,1.0410958904109588,1-2 tahun,True,False,13.84,1.0,16.0,8.0,5.0,3000.0,152.0,4.08933202,4.606369467,0.5170374470000008,0.8877559755672979
89,LG,Android,2019,255.0,0.6986301369863014,6-12 bulan,True,False,15.27,2.0,32.0,8.0,13.0,3500.0,186.0,4.64352514,5.082211493,0.4386863529999996,0.9136819957996188
90,LG,Android,2019,512.0,1.4027397260273973,1-2 tahun,True,False,15.37,3.0,32.0,8.0,13.0,4000.0,194.0,4.550608398,5.304299438,0.7536910400000005,0.8579094093744862
91,LG,Android,2019,223.0,0.6109589041095891,6-12 bulan,True,False,15.8,4.0,64.0,8.0,16.0,4050.0,172.0,4.461877016,5.248023572,0.7861465560000003,0.850201405307255
92,LG,Android,2019,200.0,0.547945205479452,6-12 bulan,True,False,15.9,3.0,32.0,8.0,16.0,4000.0,175.0,4.582310892,4.864607093,0.2822962010000003,0.941969372735937
93,LG,Android,2019,210.0,0.5753424657534246,6-12 bulan,True,False,15.72,3.0,32.0,8.0,8.0,4000.0,164.0,4.373994463,4.694645192,0.32065072900000047,0.9316986234558446
94,LG,Android,2019,216.0,0.5917808219178082,6-12 bulan,True,False,15.29,3.0,32.0,13.0,5.0,3500.0,179.0,4.517649588,5.300415165,0.7827655770000002,0.8523199499222623
95,LG,Android,2018,724.0,1.9835616438356165,1-2 tahun,True,False,15.29,4.0,64.0,16.0,5.0,3300.0,172.0,4.887940214,5.704049106,0.8161088919999999,0.856924637773271
96,LG,Android,2018,628.0,1.7205479452054795,1-2 tahun,True,False,12.83,2.0,16.0,13.0,5.0,4500.0,171.0,4.358630057,5.191066176,0.8324361189999996,0.8396406266503355
97,LG,Android,2014,750.0,2.0547945205479454,>2 tahun,False,False,7.62,0.5,4.0,2.0,1.3,1540.0,140.45,3.027715319,3.925925911,0.8982105920000003,0.7712105087150738
98,Meizu,Android,2020,186.0,0.5095890410958904,6-12 bulan,True,True,15.39,8.0,128.0,13.0,20.0,4500.0,199.0,5.167866937,6.272027589,1.104160652,0.8239547520587286
99,Meizu,Android,2019,449.0,1.2301369863013698,1-2 tahun,True,False,15.37,6.0,128.0,13.0,16.0,4500.0,183.0,4.665512415,5.526329049,0.8608166339999999,0.8442335542513947
100,Meizu,Android,2019,190.0,0.5205479452054794,6-12 bulan,True,False,15.37,2.0,32.0,13.0,8.0,4000.0,184.0,4.290185431,5.195176608,0.9049911769999994,0.8258016530936768
101,Meizu,Android,2019,459.0,1.2575342465753425,1-2 tahun,True,False,15.29,6.0,128.0,13.0,20.0,3600.0,166.0,4.721084811,5.830679408,1.109594597,0.8096972034721069
102,Meizu,Android,2019,517.0,1.4164383561643836,1-2 tahun,True,False,15.29,6.0,64.0,13.0,16.0,4000.0,165.0,4.842295535,5.388660686,0.5463651509999998,0.8986083587672382
103,Meizu,Android,2019,332.0,0.9095890410958904,6-12 bulan,True,False,15.29,6.0,128.0,13.0,20.0,3600.0,165.0,4.959412173,6.040659391,1.0812472180000006,0.8210051009313727
104,Micromax,Android,2014,1016.0,2.7835616438356166,>2 tahun,False,False,10.16,0.25,0.5,2.0,0.3,1500.0,146.5,3.043569603,3.926714554,0.8831449510000002,0.7750931627814981
105,Micromax,Android,2014,956.0,2.6191780821917807,>2 tahun,False,False,7.75,0.25,0.5,0.3,0.3,1500.0,89.253,2.69060536209,3.664842876,0.9742375139099999,0.7341666350036449
106,Micromax,Android,2013,680.0,1.8630136986301369,1-2 tahun,False,False,10.03,0.25,0.2,2.0,0.3,2000.0,89.253,2.856470206,4.244630641,1.3881604349999996,0.6729608410231519
107,Micromax,Android,2013,733.0,2.0082191780821916,>2 tahun,False,False,10.16,4.0,16.0,2.0,0.3,2000.0,89.253,3.108614431,4.094844437,0.986230006,0.7591532422846958
108,Micromax,Android,2013,1029.0,2.819178082191781,>2 tahun,False,False,7.75,4.0,16.0,0.3,0.3,2000.0,89.253,2.989714201,3.884240624,0.8945264229999998,0.769703653920695
109,Motorola,Android,2020,242.0,0.663013698630137,6-12 bulan,True,False,15.37,6.0,128.0,13.0,16.0,5000.0,210.0,4.829672813,5.704848573,0.8751757599999994,0.8465908868918895
110,Motorola,Android,2020,220.0,0.6027397260273972,6-12 bulan,True,True,15.42,8.0,256.0,13.0,25.0,5000.0,203.0,5.186882886,6.840535834,1.6536529479999995,0.7582568108508794
111,Nokia,Android,2020,310.0,0.8493150684931506,6-12 bulan,True,False,16.56,3.0,64.0,0.3,8.0,4000.0,200.0,4.186011751,5.004885462,0.8188737110000002,0.8363851246512302
112,Nokia,Android,2020,193.0,0.5287671232876713,6-12 bulan,True,False,13.84,2.0,16.0,0.3,5.0,3000.0,180.0,3.616308761,4.100160948,0.4838521870000001,0.8819919039431815
113,Nokia,Android,2020,356.0,0.9753424657534246,6-12 bulan,True,False,13.84,2.0,16.0,0.3,5.0,3000.0,180.0,4.055430469,4.591983624,0.536553155,0.8831543840453382
114,Nokia,Others,2020,272.0,0.7452054794520548,6-12 bulan,False,False,5.18,0.14660000000000023,0.1,0.3,0.0,1025.3,90.5,2.910174385,3.399863159,0.4896887740000002,0.855968093097008
115,Nokia,Others,2020,288.0,0.7890410958904109,6-12 bulan,False,False,5.18,4.0,0.1,0.3,0.0,1025.3,91.3,2.729159164,3.39088565636,0.6617264923600001,0.8048514283815925
116,Nokia,Android,2020,284.0,0.7780821917808219,6-12 bulan,True,True,17.3,6.0,64.0,0.3,24.0,4500.0,220.0,5.314043067,6.216845593,0.9028025260000003,0.8547812532103851
117,Nokia,Others,2020,266.0,0.7287671232876712,6-12 bulan,False,False,5.18,0.14660000000000023,0.1,0.3,0.0,1200.0,89.253,3.370738174,3.699077279,0.32833910499999996,0.911237565415567
118,Nokia,Others,2019,234.0,0.6410958904109589,6-12 bulan,True,False,5.18,0.14660000000000023,16.0,0.3,0.0,1200.0,89.253,2.721295428,3.688379329,0.9670839010000001,0.7378024832217576
119,OnePlus,Android,2020,131.12,0.3592328767123288,<6 bulan,True,True,16.64,8.0,128.0,13.0,16.0,4300.0,180.0,5.605750326779997,6.609308811,1.0035584842200027,0.8481598434998587
120,OnePlus,Android,2020,208.0,0.5698630136986301,6-12 bulan,True,True,16.64,8.0,128.0,13.0,16.0,4300.0,180.0,5.288166015,6.474106722,1.1859407070000003,0.8168178626141591
121,OnePlus,Android,2019,458.0,1.2547945205479452,1-2 tahun,True,True,16.94,8.0,256.0,13.0,16.0,4085.0,206.0,5.605750326779997,6.686160528,1.080410201220003,0.8384109689416653
122,OnePlus,Android,2019,294.0,0.8054794520547945,6-12 bulan,True,True,16.94,6.0,128.0,13.0,16.0,4000.0,206.0,5.605750326779997,6.686647155,1.0808968282200029,0.838349952799326
123,Oppo,Android,2020,187.0,0.5123287671232877,6-12 bulan,True,True,16.64,8.0,128.0,13.0,32.0,4000.0,172.0,5.170881643,6.153455837,0.9825741939999997,0.8403215656327786
124,Oppo,Android,2020,271.0,0.7424657534246575,6-12 bulan,True,True,16.33,8.0,128.0,13.0,32.0,4000.0,183.0,5.009634794,5.910254492,0.9006196979999999,0.8476174419867942
125,Oppo,Android,2020,131.12,0.3592328767123288,<6 bulan,True,True,16.69,6.0,128.0,13.0,32.0,4000.0,184.0,5.033895988,5.672842052,0.6389460639999998,0.8873675561309282
126,Oppo,Android,2020,186.0,0.5095890410958904,6-12 bulan,True,True,16.64,8.0,128.0,13.0,16.0,4000.0,186.0,5.116615618,6.253482598,1.1368669799999997,0.8182025835710177
127,Oppo,Android,2020,273.0,0.7479452054794521,6-12 bulan,True,False,15.29,3.0,64.0,13.0,8.0,4230.0,168.0,4.578312732,4.782479201,0.20416646900000046,0.9573094914961031
128,Oppo,Android,2020,146.0,0.4,<6 bulan,True,True,15.34,8.0,128.0,13.0,32.0,4025.0,180.0,5.412315471,5.98838481,0.576069339,0.9038022175799354
129,Oppo,Android,2019,397.0,1.0876712328767124,1-2 tahun,True,True,15.34,8.0,128.0,8.0,32.0,4025.0,181.0,4.868380247,6.088023946,1.2196436989999997,0.7996650949769442
130,Oppo,Android,2019,411.0,1.126027397260274,1-2 tahun,True,False,15.37,4.0,128.0,8.0,8.0,4230.0,180.0,4.57037168,5.01588814,0.44551646000000034,0.9111789482609952
131,Oppo,Android,2019,276.0,0.7561643835616438,6-12 bulan,True,False,15.34,6.0,128.0,8.0,25.0,3600.0,169.5,4.936199063,5.632572862,0.6963737989999998,0.8763666594181023
132,Oppo,Android,2019,205.0,0.5616438356164384,6-12 bulan,True,False,15.34,4.0,128.0,8.0,32.0,4035.0,186.0,4.94178527,5.800667172,0.8588819020000003,0.8519339454354751
133,Oppo,Android,2019,321.0,0.8794520547945206,6-12 bulan,True,False,16.59,6.0,128.0,8.0,16.0,4020.0,190.0,4.656718448,5.556287375,0.8995689269999998,0.8380989199645205
134,Oppo,Android,2019,392.0,1.073972602739726,1-2 tahun,True,True,15.39,8.0,256.0,8.0,16.0,4065.0,215.0,5.295613715,6.780830585,1.4852168700000004,0.7809682971160677
135,Oppo,Android,2019,296.0,0.810958904109589,6-12 bulan,True,False,15.27,2.0,32.0,8.0,5.0,4000.0,170.0,4.322011202,4.605670061,0.283658859,0.9384109466715879
136,Oppo,Android,2018,664.0,1.819178082191781,1-2 tahun,True,False,15.29,3.0,32.0,13.0,8.0,4230.0,168.0,4.457713717,5.437252881,0.9795391640000002,0.8198466789317611
137,Oppo,Android,2015,1076.0,2.947945205479452,>2 tahun,True,False,10.29,1.0,8.0,8.0,5.0,2000.0,135.0,4.02463715,5.009968405,0.9853312550000002,0.8033258545070605
138,Others,Android,2019,317.0,0.8684931506849315,6-12 bulan,True,True,16.43,6.0,128.0,8.0,20.0,4000.0,171.0,5.570212986,6.803360963,1.2331479770000007,0.8187442965754042
139,Realme,Android,2020,289.0,0.7917808219178082,6-12 bulan,True,False,15.37,4.0,64.0,13.0,16.0,4300.0,191.0,4.702659807,5.302060353,0.599400546,0.886949505269051
140,Realme,Android,2020,338.0,0.9260273972602739,6-12 bulan,True,False,15.37,4.0,128.0,13.0,16.0,5000.0,199.0,4.941570991,5.0141624,0.07259140900000016,0.9855227247924797
141,Realme,Android,2020,131.12,0.3592328767123288,<6 bulan,True,False,15.37,3.0,32.0,13.0,5.0,5000.0,195.0,4.498364182,4.606569207,0.10820502499999929,0.9765107132580199
142,Realme,Android,2020,167.0,0.4575342465753425,<6 bulan,True,False,15.27,3.0,32.0,13.0,5.0,4000.0,166.0,2.896464272,3.690877457,0.7944131850000002,0.7847630558708089
143,Realme,Android,2019,399.0,1.093150684931507,1-2 tahun,True,False,15.27,2.0,32.0,13.0,5.0,4000.0,166.0,4.288677032,4.611351045,0.3226740130000003,0.9300261442143145
